module,gene,kME,GS_RA,connectivity,is_hub
brown,ILVBL,0.474,-0.215,11.68,FALSE
brown,FDX1L,0.466,-0.353,11.67,FALSE
brown,NCDN,0.48,-0.297,11.63,FALSE
brown,NFS1,0.469,-0.282,11.61,FALSE
brown,CYB5B,0.413,-0.221,11.59,FALSE
brown,SMARCB1,0.456,-0.299,11.55,FALSE
brown,SERINC5,0.43,-0.266,11.54,FALSE
brown,STOML2,0.443,-0.204,11.54,FALSE
brown,APBB1,0.459,-0.299,11.53,FALSE
brown,RPP30,0.436,-0.151,11.51,FALSE
brown,HUS1,0.454,-0.101,11.48,FALSE
brown,KLHL26,0.471,-0.338,11.46,FALSE
brown,PAK4,0.458,-0.371,11.46,FALSE
brown,CSTF1,0.451,-0.238,11.45,FALSE
brown,HINT2,0.407,-0.188,11.45,FALSE
brown,CCDC106,0.473,-0.3,11.44,FALSE
brown,KAT2A,0.433,-0.391,11.4,FALSE
brown,IPO4,0.458,-0.301,11.38,FALSE
brown,ACSL5,0.429,-0.231,11.36,FALSE
brown,IGSF9B,0.464,-0.255,11.36,FALSE
brown,ITFG2,0.45,-0.26,11.36,FALSE
brown,QTRT1,0.472,-0.239,11.3,FALSE
brown,LDOC1,0.461,-0.124,11.28,FALSE
brown,POFUT1,0.459,-0.345,11.28,FALSE
brown,RIMS3,0.464,-0.377,11.25,FALSE
brown,THOP1,0.473,-0.264,11.25,FALSE
brown,TRMT1,0.446,-0.317,11.25,FALSE
brown,U2AF1L4,0.452,-0.221,11.25,FALSE
brown,ZNF805,0.451,-0.282,11.25,FALSE
brown,RDH13,0.47,-0.217,11.24,FALSE
brown,BICD1,0.456,-0.321,11.23,FALSE
brown,TFPT,0.424,-0.169,11.23,FALSE
brown,LAX1,0.413,-0.274,11.21,FALSE
brown,CHTF18,0.444,-0.353,11.2,FALSE
brown,CYB561,0.445,-0.199,11.18,FALSE
brown,GALNT6,0.452,-0.369,11.16,FALSE
brown,CENPB,0.469,-0.198,11.15,FALSE
brown,HINFP,0.45,-0.148,11.12,FALSE
brown,CENPO,0.446,-0.19,11.07,FALSE
brown,PREP,0.429,-0.196,11.05,FALSE
brown,ZFYVE26,0.425,-0.244,11.04,FALSE
brown,LYG2,0.443,-0.218,11,FALSE
brown,RNF216,0.419,-0.219,10.98,FALSE
brown,TMEM143,0.449,-0.352,10.97,FALSE
brown,DIS3L2,0.438,-0.191,10.96,FALSE
brown,RUSC1,0.45,-0.196,10.96,FALSE
brown,USP39,0.455,-0.192,10.92,FALSE
brown,ZNF579,0.433,-0.212,10.92,FALSE
brown,CYTH1,0.418,-0.18,10.9,FALSE
brown,GALNT10,0.413,-0.263,10.9,FALSE
brown,TMEM57,0.462,-0.206,10.9,FALSE
brown,ZFP64,0.421,-0.291,10.9,FALSE
brown,AFG3L2,0.446,-0.275,10.86,FALSE
brown,CASKIN2,0.453,-0.272,10.86,FALSE
brown,OBSCN,0.438,-0.269,10.85,FALSE
brown,C9orf16,0.424,-0.198,10.84,FALSE
brown,SIK2,0.46,-0.273,10.79,FALSE
brown,RPRD2,0.415,-0.259,10.78,FALSE
brown,TUT1,0.459,-0.306,10.78,FALSE
brown,RAI1,0.433,-0.439,10.75,FALSE
brown,LIMD1,0.436,-0.263,10.74,FALSE
brown,NTHL1,0.438,-0.233,10.73,FALSE
brown,C14orf80,0.454,-0.244,10.69,FALSE
brown,PRRT2,0.452,-0.318,10.69,FALSE
brown,PDE6B,0.426,-0.283,10.66,FALSE
brown,NEK8,0.452,-0.291,10.65,FALSE
brown,SUV39H1,0.445,-0.201,10.65,FALSE
brown,ANAPC16,0.428,-0.273,10.64,FALSE
brown,MBTPS1,0.419,-0.171,10.64,FALSE
brown,HLA-DPB1,0.438,-0.274,10.63,FALSE
brown,PSMB5,0.417,-0.131,10.61,FALSE
brown,HIC2,0.443,-0.267,10.59,FALSE
brown,HLA-DPA1,0.428,-0.268,10.56,FALSE
brown,MRPS6,0.416,-0.194,10.56,FALSE
brown,LPCAT4,0.438,-0.314,10.51,FALSE
brown,AQR,0.385,-0.224,10.5,FALSE
brown,ANKRD17,0.401,-0.329,10.49,FALSE
brown,ALAD,0.452,-0.323,10.46,FALSE
brown,CCHCR1,0.444,-0.215,10.45,FALSE
brown,ERC1,0.447,-0.338,10.43,FALSE
brown,FBXL15,0.416,-0.194,10.43,FALSE
brown,FAM83H,0.449,-0.203,10.37,FALSE
brown,THTPA,0.443,-0.267,10.34,FALSE
brown,MVD,0.456,-0.355,10.31,FALSE
brown,EPHA1,0.418,-0.174,10.28,FALSE
brown,RUFY2,0.438,-0.214,10.28,FALSE
brown,DEAF1,0.451,-0.11,10.24,FALSE
brown,DET1,0.436,-0.156,10.24,FALSE
brown,FOXP3,0.453,-0.222,10.24,FALSE
brown,TRIM4,0.428,-0.242,10.23,FALSE
brown,URB1,0.442,-0.278,10.22,FALSE
brown,POM121C,0.419,-0.276,10.21,FALSE
brown,SP140L,0.439,-0.223,10.2,FALSE
brown,FLYWCH1,0.436,-0.208,10.18,FALSE
brown,ZDHHC14,0.456,-0.291,10.17,FALSE
brown,IFT172,0.434,-0.351,10.14,FALSE
brown,ZFYVE19,0.438,-0.233,10.09,FALSE
brown,EDEM1,0.388,-0.254,10.08,FALSE
brown,NAA35,0.405,-0.251,10.07,FALSE
brown,PAG1,0.405,-0.235,10.07,FALSE
brown,CD84,0.421,-0.312,10.05,FALSE
brown,KCTD10,0.436,-0.171,10.05,FALSE
brown,FAF2,0.372,-0.339,10.01,FALSE
brown,MAP4K2,0.441,-0.242,10,FALSE
brown,MTCH1,0.385,-0.21,9.96,FALSE
brown,GAMT,0.431,-0.298,9.92,FALSE
brown,THAP3,0.45,-0.193,9.92,FALSE
brown,EXOSC5,0.43,-0.251,9.87,FALSE
brown,BTBD9,0.429,-0.194,9.86,FALSE
brown,POLA1,0.415,-0.267,9.86,FALSE
brown,RPLP2,0.433,-0.257,9.82,FALSE
brown,VAMP1,0.399,-0.327,9.8,FALSE
brown,WDR90,0.426,-0.204,9.79,FALSE
brown,HSD17B7,0.442,-0.159,9.78,FALSE
brown,NAGLU,0.43,-0.149,9.78,FALSE
brown,PDPR,0.431,-0.317,9.73,FALSE
brown,TSC1,0.378,-0.305,9.73,FALSE
brown,WDR24,0.436,-0.151,9.72,FALSE
brown,DNAJC30,0.425,-0.217,9.71,FALSE
brown,PSMB7,0.351,-0.087,9.7,FALSE
brown,PLA2G12A,0.409,-0.224,9.66,FALSE
brown,CLN8,0.433,-0.187,9.63,FALSE
brown,FGD2,0.427,-0.293,9.62,FALSE
brown,MRPS18A,0.354,-0.095,9.62,FALSE
brown,PEX14,0.429,-0.278,9.6,FALSE
brown,PIGC,0.388,-0.134,9.6,FALSE
brown,PCBP4,0.421,-0.192,9.59,FALSE
brown,SNPH,0.438,-0.182,9.59,FALSE
brown,SLC3A1,0.42,-0.288,9.57,FALSE
brown,DMPK,0.425,-0.297,9.56,FALSE
brown,TOMM40,0.445,-0.278,9.55,FALSE
brown,GHDC,0.415,-0.2,9.53,FALSE
brown,SOCS7,0.433,-0.305,9.52,FALSE
brown,ZBTB9,0.434,-0.236,9.52,FALSE
brown,FANCG,0.422,-0.18,9.47,FALSE
brown,DPH2,0.4,-0.334,9.42,FALSE
brown,CCDC57,0.396,-0.192,9.41,FALSE
brown,OSGEP,0.429,-0.32,9.4,FALSE
brown,HLA-A,0.431,-0.176,9.39,FALSE
brown,TCEB3,0.383,-0.239,9.39,FALSE
brown,ACY1,0.422,-0.258,9.34,FALSE
brown,MRPL2,0.44,-0.138,9.31,FALSE
brown,PROCA1,0.424,-0.191,9.31,FALSE
brown,PRPSAP1,0.426,-0.223,9.3,FALSE
brown,C1orf35,0.417,-0.232,9.29,FALSE
brown,CCR5,0.401,-0.489,9.27,FALSE
brown,ZC4H2,0.428,-0.306,9.26,FALSE
brown,OLFM2,0.437,-0.25,9.25,FALSE
brown,POLA2,0.422,-0.034,9.22,FALSE
brown,NEDD8,0.363,-0.052,9.21,FALSE
brown,LRRC45,0.438,-0.217,9.2,FALSE
brown,SLC25A13,0.401,-0.264,9.2,FALSE
brown,TRIM65,0.428,-0.258,9.2,FALSE
brown,CCDC124,0.433,-0.255,9.16,FALSE
brown,C1orf159,0.427,-0.34,9.14,FALSE
brown,TARBP2,0.399,-0.192,9.13,FALSE
brown,GTF2I,0.388,-0.335,9.12,FALSE
brown,NEK1,0.407,-0.15,9.12,FALSE
brown,BCL7B,0.429,-0.196,9.1,FALSE
brown,DIP2C,0.416,-0.19,9.08,FALSE
brown,MCF2L,0.414,-0.305,9.07,FALSE
brown,RHOC,0.391,-0.127,9.07,FALSE
brown,LIPA,0.399,-0.219,9.06,FALSE
brown,ZNF276,0.407,-0.29,9.05,FALSE
brown,TXN2,0.365,-0.136,9.02,FALSE
brown,FANCE,0.423,-0.333,9.01,FALSE
brown,TBL2,0.416,-0.324,9.01,FALSE
brown,B3GALT6,0.403,-0.164,9,FALSE
brown,SLC25A28,0.409,-0.129,8.99,FALSE
brown,TRMU,0.418,-0.305,8.99,FALSE
brown,GDF11,0.407,-0.283,8.94,FALSE
brown,DDX11,0.426,-0.294,8.92,FALSE
brown,ELMO3,0.414,-0.352,8.91,FALSE
brown,ZNF575,0.416,-0.118,8.9,FALSE
brown,FAM127B,0.415,-0.201,8.86,FALSE
brown,GFOD1,0.411,-0.161,8.85,FALSE
brown,MRPS12,0.36,-0.186,8.85,FALSE
brown,ZNF70,0.42,-0.236,8.82,FALSE
brown,GNE,0.373,-0.137,8.78,FALSE
brown,MPND,0.41,-0.108,8.78,FALSE
brown,ATXN7L1,0.435,-0.154,8.76,FALSE
brown,UBAC2,0.381,-0.231,8.76,FALSE
brown,STK36,0.418,-0.205,8.73,FALSE
brown,TIMM22,0.428,-0.27,8.69,FALSE
brown,BYSL,0.408,-0.328,8.68,FALSE
brown,FN3KRP,0.408,-0.241,8.64,FALSE
brown,PELI3,0.417,-0.263,8.64,FALSE
brown,GIPC3,0.422,-0.23,8.61,FALSE
brown,USP31,0.393,-0.167,8.6,FALSE
brown,PRRT3,0.417,-0.195,8.57,FALSE
brown,SPPL2B,0.408,-0.386,8.56,FALSE
brown,PTPN9,0.365,-0.161,8.55,FALSE
brown,IPP,0.393,-0.282,8.54,FALSE
brown,CALHM2,0.375,-0.073,8.53,FALSE
brown,NAALADL1,0.423,-0.136,8.5,FALSE
brown,SLC12A7,0.417,-0.256,8.47,FALSE
brown,CYP3A5,0.373,-0.159,8.46,FALSE
brown,SOX12,0.399,-0.324,8.45,FALSE
brown,LGALS1,0.303,-0.121,8.43,FALSE
brown,PIGL,0.392,-0.244,8.41,FALSE
brown,RAB3GAP1,0.354,-0.203,8.41,FALSE
brown,UTP20,0.376,-0.241,8.4,FALSE
brown,CALU,0.385,-0.156,8.34,FALSE
brown,SCARB1,0.414,-0.414,8.34,FALSE
brown,TMEM160,0.405,-0.143,8.34,FALSE
brown,PIGO,0.408,-0.26,8.32,FALSE
brown,P2RX4,0.386,-0.192,8.3,FALSE
brown,ALDH6A1,0.412,-0.226,8.28,FALSE
brown,CCNF,0.398,-0.174,8.28,FALSE
brown,CD44,0.372,-0.323,8.27,FALSE
brown,PEA15,0.365,-0.168,8.27,FALSE
brown,SLC25A19,0.37,-0.22,8.19,FALSE
brown,HHLA3,0.406,-0.153,8.18,FALSE
brown,GUSBP1,0.388,-0.268,8.17,FALSE
brown,FDXR,0.419,-0.175,8.14,FALSE
brown,PCCA,0.382,-0.252,8.14,FALSE
brown,USP54,0.408,-0.342,8.14,FALSE
brown,AMZ2,0.4,-0.257,8.13,FALSE
brown,FOXRED2,0.405,-0.247,8.13,FALSE
brown,ERCC3,0.397,-0.263,8.08,FALSE
brown,MYH3,0.411,-0.218,8.08,FALSE
brown,ISYNA1,0.368,-0.141,8.06,FALSE
brown,OTUD7B,0.391,-0.297,8.06,FALSE
brown,ITIH4,0.389,-0.165,8.01,FALSE
brown,GIPC1,0.407,-0.15,8,FALSE
brown,ARHGAP32,0.398,-0.375,7.96,FALSE
brown,HIRIP3,0.398,-0.157,7.95,FALSE
brown,PTRH1,0.402,-0.2,7.94,FALSE
brown,RFWD3,0.386,-0.263,7.93,FALSE
brown,POLR1B,0.359,-0.284,7.91,FALSE
brown,AIFM2,0.408,-0.29,7.9,FALSE
brown,TPR,0.331,-0.289,7.9,FALSE
brown,BTBD18,0.388,-0.338,7.88,FALSE
brown,RRP1,0.402,-0.144,7.88,FALSE
brown,ACSF2,0.389,-0.217,7.87,FALSE
brown,HAGHL,0.405,-0.293,7.87,FALSE
brown,CCDC142,0.397,-0.186,7.86,FALSE
brown,ATN1,0.372,-0.256,7.83,FALSE
brown,CCT5,0.316,-0.13,7.81,FALSE
brown,HNRNPF,0.372,-0.323,7.81,FALSE
brown,MUTYH,0.409,-0.33,7.81,FALSE
brown,PACSIN1,0.403,-0.361,7.79,FALSE
brown,ANKRD54,0.406,-0.174,7.77,FALSE
brown,PXMP4,0.363,-0.146,7.74,FALSE
brown,YWHAZ,0.359,-0.221,7.69,FALSE
brown,ZNF777,0.404,-0.2,7.69,FALSE
brown,RNF25,0.395,-0.289,7.68,FALSE
brown,DTX3,0.38,-0.324,7.67,FALSE
brown,EIF2B2,0.373,-0.22,7.67,FALSE
brown,MPG,0.358,-0.168,7.67,FALSE
brown,POLH,0.368,-0.215,7.65,FALSE
brown,ZBTB3,0.398,-0.148,7.63,FALSE
brown,CRELD2,0.402,-0.195,7.62,FALSE
brown,CNFN,0.399,-0.108,7.6,FALSE
brown,ISOC2,0.389,-0.209,7.58,FALSE
brown,XRCC3,0.396,-0.183,7.58,FALSE
brown,BRD7,0.334,-0.144,7.53,FALSE
brown,PRKAR1B,0.389,-0.252,7.53,FALSE
brown,CTSF,0.361,-0.18,7.52,FALSE
brown,SAMD10,0.399,-0.269,7.52,FALSE
brown,FBXW8,0.407,-0.29,7.49,FALSE
brown,NAT14,0.395,-0.268,7.49,FALSE
brown,SLFN13,0.387,-0.057,7.49,FALSE
brown,TTLL1,0.404,-0.194,7.49,FALSE
brown,MTG1,0.37,-0.194,7.48,FALSE
brown,MAP3K10,0.387,-0.218,7.47,FALSE
brown,CDK5RAP2,0.404,-0.228,7.44,FALSE
brown,SECISBP2,0.349,-0.123,7.44,FALSE
brown,DHRS11,0.4,-0.132,7.42,FALSE
brown,ADCY3,0.39,-0.194,7.41,FALSE
brown,HDHD3,0.376,-0.204,7.41,FALSE
brown,UTP23,0.349,-0.218,7.32,FALSE
brown,ALS2CL,0.374,-0.23,7.31,FALSE
brown,GTF2H3,0.36,-0.173,7.31,FALSE
brown,PRPF40B,0.396,-0.198,7.29,FALSE
brown,C7orf50,0.375,-0.069,7.28,FALSE
brown,PDIA6,0.307,-0.144,7.28,FALSE
brown,PTGDS,0.374,-0.076,7.26,FALSE
brown,ANKMY1,0.383,-0.321,7.25,FALSE
brown,AVP,0.396,-0.247,7.24,FALSE
brown,ZNF764,0.36,-0.228,7.23,FALSE
brown,SPG7,0.373,-0.109,7.22,FALSE
brown,TBC1D10A,0.375,-0.207,7.2,FALSE
brown,SCAND1,0.361,-0.032,7.19,FALSE
brown,C17orf67,0.389,-0.236,7.18,FALSE
brown,POLR1A,0.388,-0.298,7.18,FALSE
brown,C8orf44,0.368,-0.093,7.17,FALSE
brown,UBE3C,0.33,-0.198,7.17,FALSE
brown,NPCDR1,0.371,-0.091,7.14,FALSE
brown,ZNF490,0.389,-0.17,7.12,FALSE
brown,CYFIP1,0.378,-0.222,7.11,FALSE
brown,PTPRS,0.389,-0.294,7.11,FALSE
brown,KRT18,0.37,-0.115,7.08,FALSE
brown,SARS2,0.384,-0.229,7.08,FALSE
brown,LTK,0.382,-0.508,7.07,FALSE
brown,PEMT,0.371,-0.191,7.06,FALSE
brown,BAG5,0.352,-0.173,7.05,FALSE
brown,ELP4,0.362,-0.248,7.05,FALSE
brown,ACBD6,0.375,-0.169,7.04,FALSE
brown,PSEN2,0.371,-0.197,7.03,FALSE
brown,CDKN1C,0.348,-0.114,6.98,FALSE
brown,UBE3B,0.373,-0.111,6.93,FALSE
brown,LIMS1,0.362,-0.13,6.91,FALSE
brown,ZFYVE9,0.355,-0.206,6.91,FALSE
brown,CHADL,0.383,-0.229,6.9,FALSE
brown,CYS1,0.388,-0.194,6.89,FALSE
brown,ADCK1,0.368,-0.149,6.88,FALSE
brown,FARS2,0.39,-0.341,6.86,FALSE
brown,PDE4DIP,0.339,-0.202,6.83,FALSE
brown,RETSAT,0.361,-0.256,6.82,FALSE
brown,CAND2,0.36,-0.336,6.81,FALSE
brown,RRP7A,0.387,-0.217,6.8,FALSE
brown,SLC39A13,0.354,-0.192,6.78,FALSE
brown,ZDHHC8,0.378,-0.153,6.77,FALSE
brown,PAOX,0.361,-0.291,6.71,FALSE
brown,TIMELESS,0.365,-0.145,6.7,FALSE
brown,UBE2G1,0.325,-0.234,6.69,FALSE
brown,HMBOX1,0.364,-0.133,6.67,FALSE
brown,TRIM3,0.369,-0.137,6.66,FALSE
brown,MRPS11,0.318,-0.22,6.61,FALSE
brown,CSNK1E,0.357,-0.084,6.58,FALSE
brown,HRAS,0.344,-0.13,6.57,FALSE
brown,SLC17A9,0.351,-0.274,6.57,FALSE
brown,CD248,0.352,-0.359,6.56,FALSE
brown,TSPAN17,0.376,-0.308,6.55,FALSE
brown,TXNDC11,0.329,-0.203,6.54,FALSE
brown,FBXL19,0.367,-0.198,6.53,FALSE
brown,SSBP4,0.355,-0.149,6.5,FALSE
brown,MMP17,0.352,-0.214,6.49,FALSE
brown,C8orf82,0.322,-0.075,6.45,FALSE
brown,RNF114,0.354,-0.083,6.44,FALSE
brown,ERAP2,0.375,-0.229,6.43,FALSE
brown,NBEAL1,0.329,-0.131,6.42,FALSE
brown,INVS,0.369,-0.194,6.38,FALSE
brown,TCTN1,0.335,-0.352,6.38,FALSE
brown,GABPB2,0.336,-0.148,6.36,FALSE
brown,MIA,0.372,-0.286,6.36,FALSE
brown,FASN,0.358,-0.302,6.35,FALSE
brown,CCDC61,0.376,-0.174,6.34,FALSE
brown,CD101,0.358,-0.212,6.34,FALSE
brown,PAX5,0.356,-0.225,6.31,FALSE
brown,ARMC5,0.364,-0.279,6.28,FALSE
brown,RTN4R,0.375,-0.188,6.22,FALSE
brown,SHPK,0.355,-0.184,6.22,FALSE
brown,PNPLA7,0.36,-0.218,6.18,FALSE
brown,CELSR3,0.37,-0.296,6.17,FALSE
brown,TP53I13,0.308,-0.146,6.17,FALSE
brown,ZNF783,0.348,-0.295,6.17,FALSE
brown,PDRG1,0.345,-0.201,6.15,FALSE
brown,EP400NL,0.361,-0.199,6.11,FALSE
brown,ADAT3,0.343,-0.129,6.1,FALSE
brown,CD3EAP,0.353,-0.12,6.1,FALSE
brown,CISH,0.345,-0.019,6.09,FALSE
brown,SCRN2,0.348,-0.225,6.09,FALSE
brown,FAM57B,0.364,-0.236,6.06,FALSE
brown,SLC2A11,0.348,-0.034,6.05,FALSE
brown,MUC20,0.366,-0.193,6.03,FALSE
brown,PDHB,0.34,-0.194,6.03,FALSE
brown,NIPA2,0.334,-0.25,6,FALSE
brown,RNF121,0.363,-0.135,5.99,FALSE
brown,BTN3A2,0.358,-0.145,5.97,FALSE
brown,IFFO1,0.323,-0.252,5.95,FALSE
brown,PLCD1,0.341,-0.252,5.93,FALSE
brown,TM7SF2,0.359,-0.195,5.93,FALSE
brown,TM7SF3,0.324,-0.143,5.9,FALSE
brown,EPS8L2,0.348,-0.23,5.89,FALSE
brown,PHGDH,0.339,-0.132,5.89,FALSE
brown,MORN3,0.35,-0.264,5.88,FALSE
brown,RCE1,0.35,-0.229,5.85,FALSE
brown,KCTD1,0.361,-0.252,5.84,FALSE
brown,DNAJC17,0.352,-0.103,5.82,FALSE
brown,DHX57,0.317,-0.136,5.81,FALSE
brown,NACA2,0.337,-0.215,5.8,FALSE
brown,DOLK,0.35,-0.17,5.79,FALSE
brown,NT5C,0.318,-0.1,5.78,FALSE
brown,CBR1,0.305,-0.091,5.76,FALSE
brown,DTYMK,0.321,-0.063,5.75,FALSE
brown,GPM6B,0.338,-0.256,5.74,FALSE
brown,RAMP1,0.35,-0.115,5.74,FALSE
brown,PPARGC1B,0.336,-0.248,5.72,FALSE
brown,ADI1,0.335,-0.266,5.68,FALSE
brown,TEF,0.347,-0.225,5.67,FALSE
brown,ZNF836,0.341,-0.145,5.66,FALSE
brown,GRASP,0.33,-0.219,5.64,FALSE
brown,PLAT,0.317,-0.148,5.64,FALSE
brown,EFNA3,0.335,-0.208,5.63,FALSE
brown,MRPL12,0.318,-0.133,5.62,FALSE
brown,SLC35D2,0.324,-0.136,5.59,FALSE
brown,C5orf42,0.34,-0.21,5.58,FALSE
brown,KIFC3,0.331,-0.106,5.57,FALSE
brown,VASH1,0.351,-0.202,5.57,FALSE
brown,ARHGAP10,0.343,-0.263,5.54,FALSE
brown,LARS2,0.343,-0.258,5.54,FALSE
brown,CCDC105,0.35,-0.234,5.53,FALSE
brown,ALOX12B,0.353,-0.068,5.49,FALSE
brown,ANGPTL6,0.347,-0.14,5.47,FALSE
brown,CKB,0.328,-0.067,5.47,FALSE
brown,SLC20A2,0.341,-0.259,5.45,FALSE
brown,LOC401052,0.34,-0.226,5.44,FALSE
brown,ZDHHC9,0.35,-0.233,5.43,FALSE
brown,ARHGEF5,0.343,-0.253,5.42,FALSE
brown,FOXH1,0.313,-0.133,5.41,FALSE
brown,ANO8,0.342,-0.245,5.4,FALSE
brown,OVGP1,0.324,-0.279,5.4,FALSE
brown,CCDC134,0.349,-0.259,5.39,FALSE
brown,CDC42BPB,0.336,-0.013,5.37,FALSE
brown,TFAP4,0.334,-0.221,5.35,FALSE
brown,ACADS,0.347,-0.206,5.33,FALSE
brown,TSHR,0.333,-0.195,5.32,FALSE
brown,ZNF585A,0.332,-0.04,5.31,FALSE
brown,FAM161B,0.321,-0.167,5.3,FALSE
brown,WWOX,0.327,-0.336,5.3,FALSE
brown,RYR1,0.343,-0.182,5.28,FALSE
brown,ZNF853,0.342,-0.177,5.28,FALSE
brown,CRELD1,0.342,-0.155,5.24,FALSE
brown,HIST1H1B,0.331,-0.211,5.23,FALSE
brown,WFS1,0.347,-0.175,5.21,FALSE
brown,FARP2,0.331,-0.277,5.17,FALSE
brown,PARP3,0.316,-0.064,5.16,FALSE
brown,SLC9A9,0.289,-0.058,5.16,FALSE
brown,VKORC1L1,0.306,-0.179,5.16,FALSE
brown,ZNF74,0.326,-0.101,5.15,FALSE
brown,TSPAN10,0.341,-0.274,5.14,FALSE
brown,KLK1,0.338,-0.339,5.13,FALSE
brown,DTNB,0.344,-0.185,5.12,FALSE
brown,JUP,0.331,-0.29,5.12,FALSE
brown,LRFN3,0.336,-0.272,5.12,FALSE
brown,ANGPTL7,0.317,-0.146,5.1,FALSE
brown,SPG11,0.314,-0.25,5.1,FALSE
brown,DGKQ,0.312,-0.193,5.05,FALSE
brown,DHCR24,0.33,-0.228,5.05,FALSE
brown,SLC37A1,0.325,-0.211,4.99,FALSE
brown,LGI4,0.334,-0.191,4.98,FALSE
brown,LMF1,0.304,-0.279,4.98,FALSE
brown,FAM98C,0.305,-0.074,4.96,FALSE
brown,KCNG1,0.328,-0.145,4.95,FALSE
brown,ANKRD34A,0.328,-0.16,4.94,FALSE
brown,EXT2,0.336,-0.231,4.93,FALSE
brown,DGCR6L,0.31,-0.221,4.92,FALSE
brown,SLC5A2,0.318,-0.208,4.91,FALSE
brown,TIGD5,0.321,-0.328,4.9,FALSE
brown,COL6A2,0.326,-0.217,4.88,FALSE
brown,C2CD3,0.324,-0.134,4.84,FALSE
brown,DDX31,0.312,-0.253,4.84,FALSE
brown,TUBB3,0.326,-0.1,4.84,FALSE
brown,ZNF740,0.318,-0.103,4.84,FALSE
brown,PYCRL,0.323,-0.178,4.83,FALSE
brown,MESP1,0.327,-0.165,4.82,FALSE
brown,UBE2K,0.313,-0.258,4.8,FALSE
brown,PCGF2,0.306,-0.139,4.79,FALSE
brown,ALK,0.308,-0.135,4.77,FALSE
brown,HEATR6,0.317,-0.23,4.75,FALSE
brown,PPP5C,0.323,-0.134,4.75,FALSE
brown,ANKRD13B,0.305,-0.079,4.74,FALSE
brown,CCDC42,0.332,-0.043,4.72,FALSE
brown,MPV17L2,0.317,-0.116,4.72,FALSE
brown,HLCS,0.318,-0.182,4.71,FALSE
brown,RORC,0.3,-0.375,4.7,FALSE
brown,NOXA1,0.315,-0.225,4.67,FALSE
brown,C14orf105,0.325,-0.228,4.66,FALSE
brown,TRIP10,0.325,-0.183,4.66,FALSE
brown,ATP6AP1L,0.331,-0.212,4.65,FALSE
brown,C6orf226,0.32,0.002,4.64,FALSE
brown,FBXO10,0.315,-0.242,4.64,FALSE
brown,MED19,0.31,-0.062,4.61,FALSE
brown,NR4A1,0.289,-0.109,4.61,FALSE
brown,RARG,0.296,-0.155,4.61,FALSE
brown,TPPP,0.321,-0.211,4.6,FALSE
brown,C20orf96,0.315,-0.178,4.59,FALSE
brown,FBXW4P1,0.32,-0.174,4.59,FALSE
brown,ZNF469,0.298,-0.28,4.55,FALSE
brown,DUS3L,0.314,-0.204,4.54,FALSE
brown,PLAC8L1,0.322,-0.28,4.54,FALSE
brown,MLYCD,0.318,-0.156,4.53,FALSE
brown,TMEM150A,0.322,-0.167,4.53,FALSE
brown,ARHGAP22,0.307,-0.361,4.41,FALSE
brown,PRSS27,0.323,-0.165,4.4,FALSE
brown,ALX4,0.316,-0.202,4.38,FALSE
brown,MC1R,0.306,-0.21,4.38,FALSE
brown,CRYBA2,0.312,-0.21,4.36,FALSE
brown,LRFN2,0.306,-0.113,4.35,FALSE
brown,KHK,0.311,-0.111,4.3,FALSE
brown,NECAB3,0.276,-0.127,4.25,FALSE
brown,PRSS53,0.296,-0.303,4.25,FALSE
brown,POMT2,0.306,-0.245,4.21,FALSE
brown,HNF4A,0.309,-0.159,4.19,FALSE
brown,FAM151A,0.309,-0.098,4.18,FALSE
brown,GRM2,0.296,-0.113,4.17,FALSE
brown,NOXO1,0.307,-0.17,4.17,FALSE
brown,RHPN1,0.293,-0.238,4.17,FALSE
brown,SIM2,0.304,-0.077,4.15,FALSE
brown,DEFB124,0.292,-0.181,4.14,FALSE
brown,ZNF821,0.283,-0.155,4.14,FALSE
brown,RASD2,0.299,-0.192,4.04,FALSE
brown,FAM83G,0.301,-0.204,3.98,FALSE
brown,RGS8,0.299,-0.13,3.98,FALSE
brown,GPHB5,0.297,-0.25,3.93,FALSE
brown,LILRA4,0.284,-0.261,3.92,FALSE
brown,F2,0.282,-0.087,3.87,FALSE
brown,DNM1,0.299,-0.175,3.86,FALSE
brown,TP53AIP1,0.291,-0.17,3.85,FALSE
brown,UTF1,0.286,-0.168,3.77,FALSE
brown,PRR22,0.279,-0.088,3.76,FALSE
brown,TMEM132E,0.296,-0.119,3.75,FALSE
brown,GAL3ST2,0.289,-0.215,3.72,FALSE
brown,FAM181A,0.283,-0.046,3.66,FALSE
brown,TLX1,0.281,-0.055,3.61,FALSE
